"","f_zip","num_facilities","county","region","zip_CMS_overall_rating","zip_CMP_count","zip_DPNA_count","zip_N2009_Abuse","zip_N2009_Admin","zip_N2009_Care","zip_N2009_Environ","zip_N2009_Nutri","zip_N2009_Rights","zip_N2009_Staff","zip_N2009_Total","zip_N2010_Abuse","zip_N2010_Admin","zip_N2010_Care","zip_N2010_Environ","zip_N2010_Nutri","zip_N2010_Rights","zip_N2010_Staff","zip_N2010_Total","zip_N2011_Abuse","zip_N2011_Admin","zip_N2011_Care","zip_N2011_Environ","zip_N2011_Nutri","zip_N2011_Rights","zip_N2011_Staff","zip_N2011_Total","zip_N2012_Abuse","zip_N2012_Admin","zip_N2012_Care","zip_N2012_Environ","zip_N2012_Nutri","zip_N2012_Rights","zip_N2012_Staff","zip_N2012_Total","zip_N2013_Abuse","zip_N2013_Admin","zip_N2013_Care","zip_N2013_Environ","zip_N2013_Nutri","zip_N2013_Rights","zip_N2013_Staff","zip_N2013_Total","zip_PCT_ADMIN","zip_PCT_CAPITAL","zip_PCT_DIRECT","zip_PCT_OCARE","zip_abuse_current","zip_abuse_previous","zip_abuse_prior","zip_abuse_tot","zip_activities_of_daily_living","zip_admin_current","zip_admin_previous","zip_admin_prior","zip_admin_tot","zip_afam","zip_aid_hprd","zip_all_current","zip_all_previous","zip_all_prior","zip_all_tot","zip_asan","zip_benefits","zip_catheter","zip_caucasn","zip_class_AA_count","zip_class_A_count","zip_class_B_count","zip_depeat","zip_depsum","zip_deptoil","zip_deptran","zip_env_current","zip_env_previous","zip_env_prior","zip_env_tot","zip_ex_total","zip_fall","zip_federal_penalty_amount","zip_high_risk_pressure_sores","zip_hispan","zip_less45","zip_long_antipsychotic","zip_long_stay_pain","zip_ls_current","zip_ls_previous","zip_ls_prior","zip_ls_tot","zip_lvn_hprd","zip_nativ","zip_net_income_03","zip_net_income_04","zip_net_income_05","zip_net_income_06","zip_net_income_07","zip_net_income_08","zip_net_income_09","zip_net_income_10","zip_net_income_11","zip_net_income_current","zip_netincomemargin_03","zip_netincomemargin_04","zip_netincomemargin_05","zip_netincomemargin_06","zip_netincomemargin_07","zip_netincomemargin_08","zip_netincomemargin_09","zip_netincomemargin_10","zip_netincomemargin_11","zip_netincomemargin_current","zip_nhoverall_rating","zip_numbeds","zip_nursing_turnover","zip_nut_current","zip_nut_previous","zip_nut_prior","zip_nut_tot","zip_occup_rate","zip_othrace","zip_over85","zip_pct_behv","zip_pct_exsp","zip_pct_imp","zip_pct_mcal","zip_pct_mcare","zip_pct_other","zip_pct_phys","zip_pct_reh","zip_pct_self","zip_pctfem","zip_pctmale","zip_pharm_current","zip_pharm_previous","zip_pharm_prior","zip_pharm_tot","zip_pt_hprd","zip_qc_current","zip_qc_previous","zip_qc_prior","zip_qc_rating","zip_qc_tot","zip_qualityoffacility_rating","zip_ra_current","zip_ra_previous","zip_ra_prior","zip_ra_tot","zip_restraints","zip_rev_mcal","zip_rev_mcare","zip_rev_other","zip_rev_self","zip_rr_current","zip_rr_previous","zip_rr_prior","zip_rr_tot","zip_short_antipsychotic","zip_short_stay_pain","zip_short_stay_pressure_sores","zip_srn_hprd","zip_staffingrating","zip_state_penalty_amount","zip_tot_hprd","zip_total_abuse","zip_total_admin","zip_total_care","zip_total_environ","zip_total_nutri","zip_total_rights","zip_total_staff","zip_total_total","zip_urinary_tract_infection","zip_wph_admin","zip_wph_aide","zip_wph_lic","zip_yr45to64","zip_yr65to84","zip_cmswatchlist","zip_accred","zip_campaignexcellence","zip_aids","zip_alzheimers","zip_chain_facs","zip_num_freestanding","zip_num_hospital","zip_hospice","zip_icf","zip_mcare_days_high","zip_mcare_days_low","zip_mental_health","zip_has_mlrc","zip_for_profit","zip_non_profit","zip_govt_owned","zip_mcal_payment","zip_mcare_payment","zip_private_pay","zip_residential","zip_rehabilitation","zip_substance_abuse","zip_ventilator","zippop","sd1_district","sd1_pct","sd1_num","sd2_district","sd2_pct","sd2_num","sd3_district","sd3_pct","sd3_num","ad1_district","ad1_pct","ad1_num","ad2_district","ad2_pct","ad2_num","ad3_district","ad3_pct","ad3_num","ad4_district","ad4_pct","ad4_num","ad5_district","ad5_pct","ad5_num","cd1_district","cd1_pct","cd1_num","cd2_district","cd2_pct","cd2_num","cd3_district","cd3_pct","cd3_num","cd4_district","cd4_pct","cd4_num","justzip","num_beds","num_emtpy_beds","total_beds","num_empty_beds"
"125","91356
(34.16990038700044, -118.5404890529997)",1,"Los Angeles","Los Angeles",2,0,0,2,3,13,3,0,7,0,28,1,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,9,23,0,0,9,0,44,0,0,0,0,0,0,0,0,24.8,6.3,54.6,14.4,0,0,0,0,11.4,2,1,1,4,5,2.4,18,34,30,82,9,6.2,3.1,61,0,0,1,13,25,40,22,0,1,1,2,258.9,2,0,3.1,6,0,15,6.8,4,6,3,13,0.8,0,-680433,-1385729,-276729,-510739,257054,-1277070,-816220,-245328,605949,440610,-7.2,-13.9,-5.6,-4.1,2,-12.3,-7.2,-1.9,4.5,3.4,2,180,31.7,0,2,0,2,75,25,38,0,35.4,0.6,74.4,14.9,8.1,36.1,27.8,2.6,66,34,3,6,3,12,0.1,5,13,18,5,36,1,1,0,0,1,5,192.6,591.9,354.9,223.7,3,5,4,12,2.3,7.8,0,0.4,3,2000,3.6,6,12,40,3,0,16,0,77,1,43.5,14.8,27.4,21,41,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,15906,27,"100%",15906,NA,"",NA,NA,"",NA,45,"100%",15906,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,30,"100%",15906,NA,"",NA,NA,"",NA,NA,"",NA,"91356",45,45,180,45
"126","91360
(34.20036322100049, -118.8758191979997)",2,"Ventura","Santa Barbara/Ventura",4,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.5,7,1.5,0,1.5,0,11.5,0,0,1,0,0,0,0,1,17.7,12,56.1,14.2,0,0.5,1,1.5,1.6,1,1.5,0.5,3,0.5,2.5,13.5,21,17,51.5,3.5,8,6.1,91,0,1,0,0.5,9.5,17.5,11,0,0,0.5,0.5,371,8.3,0,4.6,3,0,14.3,8.3,6.5,5,5.5,17,0.7,1,-799079,-123648,305301,-366742,593811,-487785,-553336,-116830.5,-196538.5,119038.5,-11.2,-1.7,3.6,-4.4,6.5,4.2,-11.5,-3.8,-4.2,-0.7,3,85.5,66.9,0,0.5,2,2.5,82,4,57.5,0,26.5,0.5,27.3,29.8,4,41,32,38.9,76,24,1,2.5,0.5,4,0.3,3.5,6.5,5,4,15,2.5,1,0.5,0,1.5,2.8,174.6,622.2,502.5,249.2,0.5,4,2,6.5,1.8,13.2,0.4,0.7,2.5,7500,3.9,3,0.5,10,1.5,0,1.5,0,16.5,8.3,48.4,13.9,31.6,2,40.5,0,0,2,0,0,2,2,0,0,0,2,0,0,0,2,0,0,1,2,0,1,0,0,0,24496,27,"100%",24496,NA,"",NA,NA,"",NA,44,"100%",24496,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,26,"100%",24496,NA,"",NA,NA,"",NA,NA,"",NA,"91360",30.78,30.78,171,30.78
"127","91361
(34.15138197400046, -118.83569741699972)",1,"Ventura","Santa Barbara/Ventura",3,0,0,0,0,4,0,0,0,0,4,2,0,1,1,0,0,0,4,3,0,4,0,0,0,0,7,0,2,5,0,0,0,0,7,0,2,2,0,0,0,0,4,22.7,10.1,54.5,12.7,1,0,0,1,17.6,1,1,1,3,4,2.4,15,20,16,51,4,4.7,7.1,77,0,1,0,31,40,46,44,1,1,1,3,286.6,1.3,0,8.2,12,4,6.7,5.7,3,5,2,10,0.9,0,-174136,872995,658035,722896,-423513,8349,263706,-284174,1291211,1763321,-3.5,13.2,8.7,9.6,-5.9,0.1,2.9,-3.3,11.9,15.8,3,99,58.6,0,1,2,3,88,15,37,0,37.5,5,8.8,20.9,67,33.8,23.8,3.2,76,24,3,3,2,8,0.1,4,6,6,3,16,2,1,1,1,3,0,159,616.1,278.8,312.4,1,2,1,4,3.1,15.1,0.6,0.8,4,9500,4,5,4,16,1,0,0,0,26,6.5,58.2,12.6,27.2,3,56,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,13299,27,"100%",13299,NA,"",NA,NA,"",NA,44,"99.7%",13256,50,"0.3%",43,NA,"",NA,NA,"",NA,NA,"",NA,26,"99.7%",13256,33,"0.3%",43,NA,"",NA,NA,"",NA,"91361",11.88,11.88,99,11.88
"128","91362
(34.18186218700049, -118.82387900199967)",1,"Ventura","Santa Barbara/Ventura",5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,1,2,NA,1,0,0,1,1,2.5,7,2,5,14,2,17.1,NA,86,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,2,1,NA,NA,2,1,1,4,0,0,20322712,20366330,21780202,24609882,27413610,16114644,24621797,28778293,37472791,NA,10.5,10.1,10.2,10.6,10.9,6.2,8.8,9.1,11.4,NA,5,42,NA,0,0,0,0,72,11,32,0,0,0,0.3,89.2,10.5,80,20,NA,59,41,2,0,1,3,0.8,0,1,1,3,2,5,0,0,0,0,NA,1440.8,1436.3,1424.3,NA,1,0,1,2,0.9,20.8,1,4.1,4,0,6.6,0,0,1,0,0,0,0,1,NA,61.2,20.7,52.4,11,56,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,21463,27,"100%",21462,24,"0%",1,NA,"",NA,44,"100%",21462,51,"0%",1,NA,"",NA,NA,"",NA,NA,"",NA,26,"100%",21462,34,"0%",1,NA,"",NA,NA,"",NA,"91362",11.76,11.76,42,11.76
"129","91364
(34.16201420300047, -118.59846880599969)",1,"Los Angeles","Los Angeles",4,0,0,0,0,4,0,0,0,0,4,0,2,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,7.5,0,0,1,1,3,3,10,12,21,43,0,14.4,0,97,1,1,0,19,39,61,36,1,0,2,3,NA,7.5,0,4.4,0,0,14.9,3.2,2,1,11,14,1.6,0,-19857084,-11881050,-20423802,-9421089,-7388135,-57248970,-7716607,-21840995,-22189954,NA,NA,-18.5,-34.1,-14.8,-10.7,-78.7,-11.6,-37.2,-31.7,NA,2,189,NA,2,2,1,5,19,0,67,0,50.7,17.9,91.9,0,8.1,31.3,0,NA,56,44,1,3,0,4,0.4,3,4,5,4,12,2,0,1,1,2,0,401.7,NA,436.9,NA,1,1,0,2,NA,NA,NA,0.1,3,90000,4.7,0,4,8,0,0,2,0,14,11.9,NA,20.7,29.9,0,33,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,15835,27,"100%",15835,NA,"",NA,NA,"",NA,45,"97.2%",15398,50,"2.8%",437,NA,"",NA,NA,"",NA,NA,"",NA,30,"97.2%",15398,33,"2.8%",437,NA,"",NA,NA,"",NA,"91364",153.09,153.09,189,153.09
"130","91402
(34.22575108800049, -118.4489267519997)",2,"Los Angeles","Los Angeles",3.5,0,0,0.5,1,0,0,0,1.5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.5,2.5,1,0,0,0,5,0,0,0.5,0,0,0,0,0.5,26.1,7.9,51.3,14.8,0,0.5,1,1.5,11.4,0,0.5,0.5,1,6.5,2.4,14,17.5,18,49.5,10.5,4.7,3.4,30,0,0,0.5,26.5,29.5,33.5,28,1.5,0,0,1.5,194.1,0.9,0,11.3,52,1.5,20.6,7.6,4.5,5.5,4.5,14.5,0.7,2,409972.5,630148.5,454185,778620.5,329105,574103,666086,602365,466368,543896.5,5.9,8.1,4.1,9.5,4.5,7,8.2,7.1,4.7,6.4,3,123.5,23.5,1.5,1.5,1,4,94.5,51,18,1.1,36.1,1.9,81.9,12,4.3,28,33.1,1.8,59,41,1.5,1.5,1.5,4.5,0.1,4,6.5,9,4,19.5,3,0,0.5,0,0.5,3.9,155,573.6,267.1,163.8,1,1,0.5,2.5,1.4,15.3,0,0.2,1.5,350,3.4,1.5,2.5,3,1,0,1.5,0,9.5,3,54,11.1,26.2,20.5,60,0,0,0,0,1,1,2,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,18083,18,"100%",18083,NA,"",NA,NA,"",NA,46,"96.7%",17478,39,"3.3%",605,NA,"",NA,NA,"",NA,NA,"",NA,29,"100%",18083,NA,"",NA,NA,"",NA,NA,"",NA,"91402",13.585,13.585,247,13.585
"131","91405
(34.20047184600048, -118.4486964669997)",3,"Los Angeles","Los Angeles",2.7,0,0,1,1,1.7,0.7,0,0.7,0,5,0.3,0,0.7,0.3,0.3,0,0,1.7,0,0,0,0,0,0,0,0,0,0.7,1.7,0,0,1,0,3.3,0,1.3,0,1.3,0,0.7,0,3.3,23.9,9.2,53,14,0.3,0.7,0.7,1.7,13.2,0.7,1.3,0,2,7.7,2.5,17.3,19,17,53.3,10.3,5.4,4.5,60,0,0,0,22.3,24.7,28,25,0.3,1.3,1,2.7,277.6,0.6,0,7.8,20.3,0.7,24.1,3.5,3.3,4,4.7,12,0.8,0,115462,161025.3,393198.3,42298.3,212432.7,606283.7,468438,595009.7,493559.3,441184,1.9,3.2,5.8,1.4,3,7.8,2.6,4.6,3.5,3.8,3,96.7,21.3,1.7,2,0.7,4.3,92,22,32,3.1,36.1,6.3,62.1,20.8,13.2,22.6,31.8,3.9,60,40,1.7,2,1.7,5.3,0.2,7.7,6,7.3,4.3,21,2.7,0.3,0,0,0.3,3.1,174.1,575.1,340.7,209.5,1.3,1.7,1,4,2.6,19.5,0.1,0.6,2.7,0,3.9,1.3,3,4,2.3,0.3,2.3,0,13.3,5,48.7,11.4,26.7,15,52.3,0,0,3,0,1,3,3,0,0,0,1,2,0,0,3,0,0,3,3,0,0,0,0,1,15530,18,"100%",15530,NA,"",NA,NA,"",NA,46,"100%",15530,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,29,"100%",15530,NA,"",NA,NA,"",NA,NA,"",NA,"91405",23.208,23.208,290.1,23.208
"132","91406
(34.199811405000446, -118.48688906499967)",1,"Los Angeles","Los Angeles",5,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,29.4,5.1,56.1,9.4,0,0,1,1,NA,0,0,0,0,0,2.8,14,12,11,37,2,4.8,NA,96,0,0,2,8,8,8,8,1,1,1,3,500.9,NA,0,NA,2,0,NA,NA,5,5,2,12,1,0,140810,196088,279315,569980,526930,1542054,2065251,1863074,2224370,1540653,5.4,5.5,7.1,9.9,8.2,18.4,20.8,18,20.2,15.6,5,50,38.1,1,0,0,1,92,2,39,0,2.2,0,10.4,84.3,3.4,22.2,75.6,1.8,75,25,2,1,2,5,0.5,3,4,3,5,10,4,0,0,1,1,NA,205,645.5,539.9,336.3,2,1,1,4,1.5,2.6,0.3,0.9,4,1500,4.7,0,1,3,0,0,0,0,4,NA,97.1,12,31.1,5,56,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,20400,27,"54.7%",11149,18,"45.3%",9251,NA,"",NA,46,"100%",20400,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,30,"54.7%",11149,29,"45.3%",9251,NA,"",NA,NA,"",NA,"91406",4,4,50,4
"133","91411
(34.17933339400048, -118.45792960399967)",2,"Los Angeles","Los Angeles",2.5,0,0,1,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,25.2,8.7,52.3,13.8,0.5,0,0,0.5,8.2,0.5,1,1,2.5,7,2.3,20,15.5,16.5,52,9.5,4.1,6.2,54,0,0,0,30.5,36,40.5,36.5,1,1,0,2,237.1,0.9,0,5.2,29.5,3.5,23.8,5.5,3,4,2.5,9.5,0.9,0,-524699.5,264636.5,177084,115751.5,382538.5,-297080.5,-138948.5,-433262,502043.5,380659,-6.7,2.2,3.5,3.2,5.4,-0.9,-0.1,-4.6,8.1,4.8,1.5,163,24.7,2,2,1,5,86.5,29.5,23.5,1.6,39.6,4.9,76,10.7,11.5,35.8,18.3,1.8,54.5,45.5,2.5,2,2,6.5,0.2,7.5,5.5,8,4,21,2,0,0,0.5,0.5,4,205.4,558.9,229.2,198.5,3,0,1.5,4.5,0,15.1,0,0.4,2,0,3.6,1,1,4,0,0,1,0,7,4.4,50.9,11.6,26.2,25.5,47.5,0,0,0,0,0,1,2,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,1,0,9001,18,"100%",8999,27,"0%",2,NA,"",NA,46,"100%",8999,45,"0%",2,NA,"",NA,NA,"",NA,NA,"",NA,29,"62.1%",5589,30,"37.9%",3412,NA,"",NA,NA,"",NA,"91411",44.01,44.01,326,44.01
"134","91423
(34.15306349100047, -118.43295885699968)",1,"Los Angeles","Los Angeles",2,0,0,0,1,3,0,0,1,0,5,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,11.2,50.4,12.1,0,1,0,1,0,0,1,0,1,3,2.3,5,22,22,49,1,4.2,1.9,87,0,0,0,31,19,14,14,1,0,0,1,263.1,2.2,0,3.6,9,2,19.5,2.3,1,5,5,11,0.8,0,684008,568372,565489,572999,-497486,58683,407802,399403,-356325,1536047,9.7,7.9,7.6,7.2,-6.1,0.6,3.9,3.5,-2.8,12.9,2,120,42.5,1,1,3,5,90,9,46,0,25.7,1,62.2,26,3.9,46.7,26.7,7.9,61,39,0,2,2,4,0.2,2,10,12,4,24,3,0,0,0,0,22.5,167.1,664.2,248.2,195,0,2,0,2,3,10.3,0.6,0.3,1,0,3.5,0,1,6,0,0,1,0,8,7,46.1,12.1,26.7,13,39,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,18403,18,"100%",18403,NA,"",NA,NA,"",NA,46,"100%",18403,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,30,"100%",18403,NA,"",NA,NA,"",NA,NA,"",NA,"91423",12,12,120,12
"135","91436
(34.15384124700046, -118.4873366009997)",1,"Los Angeles","Los Angeles",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,NA,8,6,9,23,0,9.7,NA,86,0,0,0,89,96,100,100,0,0,0,0,NA,NA,0,NA,57,0,NA,NA,0,2,0,2,NA,0,-9611851,-8150644,-10257724,-11598657,-10883258,-11102079,4591108,2585106,-737019,NA,-18.8,-15.7,-17.8,-20.9,-19.3,-23.6,9.8,5,-1.8,NA,3,28,NA,1,1,0,2,99,14,14,0,100,0,17,62.8,20.2,0,0,NA,59,41,2,0,1,3,NA,3,3,6,4,12,4,1,0,1,2,NA,2544.6,1076.8,429.4,NA,1,0,1,2,NA,NA,NA,NA,1,0,NA,0,0,0,0,0,1,0,1,NA,51.8,19,37.1,71,15,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,10138,27,"100%",10138,NA,"",NA,NA,"",NA,45,"100%",10138,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,30,"100%",10138,NA,"",NA,NA,"",NA,NA,"",NA,"91436",0.28,0.28,28,0.28
"136","91506
(34.171151749000444, -118.32244798699969)",2,"Los Angeles","Los Angeles",3.5,0,0,0,0.5,1.5,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,5,0,0,0,0,0,0,0,0,27.8,9.1,49.1,14,0.5,1,0.5,2,13.3,0.5,0,0.5,1,3.5,2.5,17,18,19.5,54.5,7.5,4.1,1.2,73.5,0,0.5,0,10.5,11.5,11.5,12,1.5,1.5,1.5,4.5,234.9,2.5,0,4.5,17.5,0,24.2,4,4.5,5,5,14.5,0.7,0.5,1507997,95663,259683,565112,564048.5,785841.5,1024452.5,1355816,237176.5,642626,12.1,0.6,3.8,5.8,4.8,4.5,7.5,9.8,4.2,5.7,2.5,138.5,40.4,1.5,1,0,2.5,92.5,15,41.5,1.7,19.7,14.5,66.7,16.7,11.6,37.5,26.7,5.1,77.5,22.5,2,2.5,2.5,7,0.1,5.5,4.5,7,4.5,17,2.5,0.5,2.5,1,4,11.4,159.5,609.4,225.3,199,0.5,0,1.5,2,0.9,8.8,0.3,0.3,1.5,10000,3.5,0,0.5,5,0,0,3.5,0,9,11.9,49.6,11.4,27,0.5,58,0,0,0,0,1,2,2,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,11231,25,"100%",11231,NA,"",NA,NA,"",NA,43,"100%",11231,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,28,"100%",11230,30,"0%",1,NA,"",NA,NA,"",NA,"91506",20.775,20.775,277,20.775
"137","91601
(34.167132618000494, -118.37252852099971)",1,"Los Angeles","Los Angeles",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,3.2,52.5,23.6,0,0,0,0,NA,1,0,1,2,5,2.6,12,9,6,27,2,7.4,3.3,93,0,0,0,40,41,47,37,2,2,1,5,244,2.7,0,NA,2,0,5.4,NA,3,3,1,7,0.9,0,160160,91389,121168,136185,190271,186243,217994,158063,138889,75644,6.5,3.5,4.4,4.5,6.2,5.2,5.7,4.2,3.6,2,5,52,57.7,1,2,0,3,82,0,83,0,27.3,6.8,47.2,22.3,0,56.8,9.1,30.4,74,26,1,0,1,2,0,2,1,2,5,5,4,0,1,0,1,0,170.3,500.9,NA,187.8,2,0,0,2,0,36.1,0,0.1,2,0,3.7,0,0,0,0,0,0,0,0,8.3,46.6,13.4,25.4,0,17,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,16431,18,"100%",16431,NA,"",NA,NA,"",NA,39,"72.2%",11871,46,"27.8%",4560,NA,"",NA,NA,"",NA,NA,"",NA,29,"94.3%",15495,30,"5.7%",936,NA,"",NA,NA,"",NA,"91601",9.36,9.36,52,9.36
"138","91604
(34.14446038000045, -118.3942796179997)",2,"Los Angeles","Los Angeles",3,0,0,0,2,0.5,0.5,0,1,0,4,1.5,0,1.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5.5,2,2,1,0,12.5,0,0,1,0,0,0,0,1,30.3,6.8,49.7,13.2,1,1,1,3,6.5,0,1.5,0,1.5,10,2.3,17.5,26.5,21,65,6,3.8,2.8,59.5,0,0,1.5,30,29,28,28,3,1.5,0.5,5,257.5,0.7,0,7.2,22,2,32.7,2.5,4,4.5,4.5,13,1,5,205797.5,2421.5,243152,-8555,430510.5,-145480,-923296,-715414.5,178883,66473,3.9,0.4,3.1,0.3,4.9,-0.8,-9.6,-7.1,2,0.6,2.5,155.5,38.7,1,2,1.5,4.5,93.5,19.5,21,1.6,22.2,13.9,80,14,4,37,25.4,2,55.5,44.5,1.5,3,2,6.5,0.1,5,9,10,4.5,24,2,0.5,1,0.5,2,7.5,192.1,640.6,249.4,276.2,1.5,3,1,5.5,5.6,8.5,0,0.4,2.5,875,3.7,1.5,4,8.5,2.5,2,2,0,20.5,5.2,45.5,11.8,25.8,18,59,0,0,0,0,1,2,2,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,18073,18,"100%",18073,NA,"",NA,NA,"",NA,46,"100%",18073,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,30,"100%",18073,NA,"",NA,NA,"",NA,NA,"",NA,"91604",20.215,20.215,311,20.215
"139","91605
(34.20546425700047, -118.40193986299971)",2,"Los Angeles","Los Angeles",3.5,0,0,0.5,0,1.5,0,0,0,0,2,1,0,0,0,0,0.5,0,1.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,1.5,0,0,0,0,0,1,0,1,26.6,9.4,53.2,10.8,0,0,0,0,11.7,0,0.5,1.5,2,9.5,3.5,16,15,15,46,5,4.4,8.1,44.5,0,0,0,57.5,58,58.5,58.5,0.5,0.5,0,1,430.9,0,0,9.1,41,32.5,19.3,0,3.5,3.5,2,9,2.2,0,944725,598414,535772,1204851.5,1088418,1234556,757965.5,934914,564682,155204,4.9,3.3,4.8,8.1,7.1,8.6,4.3,3.4,3.9,3.3,3.5,113.5,37.9,1,1,0,2,90,41,17.5,0,65.3,0,88.4,7.2,2.8,14.2,20.6,1.6,52,48,3,3,1.5,7.5,0.1,6.5,6,9,4,21.5,3,1,0,0,1,3,161.8,709.2,482,173.2,0.5,0.5,1,2,2.9,10.5,2.4,1.2,3.5,0,6.8,3,0,1.5,0,0,1.5,0,6,5.1,51.3,11,27.2,20.5,29.5,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,1,0,18132,18,"100%",18131,25,"0%",1,NA,"",NA,39,"81.6%",14790,46,"18.4%",3341,43,"0%",1,NA,"",NA,NA,"",NA,29,"100%",18131,28,"0%",1,NA,"",NA,NA,"",NA,"91605",22.7,22.7,227,22.7
"140","91606
(34.18673293900048, -118.3868062089997)",3,"Los Angeles","Los Angeles",2.7,0,0,0,0.3,2.3,0,0,0.3,0,3,0,1.7,1.7,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,7.8,57.6,13.5,0,0,0,0,3.6,1,0.7,0.3,2,11,2.4,16.7,15.7,13.7,46,8,5.9,4.1,51.3,0,0,0,13.3,25,28.7,32.7,1.3,1.7,1.7,4.7,280.4,1,0,5.5,25.3,1.3,35.4,6.5,3.3,4,3.3,10.7,0.7,0,-51526.3,177789.3,309258.7,263120.3,-38320.3,393167,737225.3,844355.3,680739.3,930813.5,-1,1.8,5.1,1.8,-3.6,6.5,12.3,13,10.2,13.5,2.7,73.3,30,0.7,1,0.7,2.3,94,29.7,20,0.7,24.6,8.3,56.6,33,7.6,34.6,31.8,2.7,51,49,2,1.3,1.3,4.7,0.1,5.3,5.3,5.3,4.7,16,3,0.7,0,0,0.7,8.1,170.2,627.8,307.7,206.2,2.3,1.7,1,5,1,25.1,0.2,0.3,1,0,3.4,0,2,4,0,0,0.3,0,6.3,4.3,59.9,12.2,27.2,31.7,47,0,0,1,0,0,2,3,0,0,0,2,1,0,0,3,0,0,3,3,0,2,0,0,0,16846,18,"100%",16846,NA,"",NA,NA,"",NA,39,"66.9%",11268,46,"33.1%",5578,NA,"",NA,NA,"",NA,NA,"",NA,29,"100%",16846,NA,"",NA,NA,"",NA,NA,"",NA,"91606",13.194,13.194,219.9,13.194
